productId,name,url,nutoritionName,nutoritionAmount
0,"California Gold Nutrition, Prenatal DHA for Pregnant & Nursing Mothers, 900 mg Per Serving, 60 Softgels",https://jp.iherb.com/pr/California-Gold-Nutrition-Prenatal-DHA-for-Pregnant-Nursing-Mothers-900-mg-Per-Serving-60-Softgels/88811,TotalFat,2g
0,"California Gold Nutrition, Prenatal DHA for Pregnant & Nursing Mothers, 900 mg Per Serving, 60 Softgels",https://jp.iherb.com/pr/California-Gold-Nutrition-Prenatal-DHA-for-Pregnant-Nursing-Mothers-900-mg-Per-Serving-60-Softgels/88811,Cholesterol,10mg
0,"California Gold Nutrition, Prenatal DHA for Pregnant & Nursing Mothers, 900 mg Per Serving, 60 Softgels",https://jp.iherb.com/pr/California-Gold-Nutrition-Prenatal-DHA-for-Pregnant-Nursing-Mothers-900-mg-Per-Serving-60-Softgels/88811,Protein<,1g
0,"California Gold Nutrition, Prenatal DHA for Pregnant & Nursing Mothers, 900 mg Per Serving, 60 Softgels",https://jp.iherb.com/pr/California-Gold-Nutrition-Prenatal-DHA-for-Pregnant-Nursing-Mothers-900-mg-Per-Serving-60-Softgels/88811,Choline,150mg
0,"California Gold Nutrition, Prenatal DHA for Pregnant & Nursing Mothers, 900 mg Per Serving, 60 Softgels",https://jp.iherb.com/pr/California-Gold-Nutrition-Prenatal-DHA-for-Pregnant-Nursing-Mothers-900-mg-Per-Serving-60-Softgels/88811,TotalO,1240mg
0,"California Gold Nutrition, Prenatal DHA for Pregnant & Nursing Mothers, 900 mg Per Serving, 60 Softgels",https://jp.iherb.com/pr/California-Gold-Nutrition-Prenatal-DHA-for-Pregnant-Nursing-Mothers-900-mg-Per-Serving-60-Softgels/88811,EPA,120mg
0,"California Gold Nutrition, Prenatal DHA for Pregnant & Nursing Mothers, 900 mg Per Serving, 60 Softgels",https://jp.iherb.com/pr/California-Gold-Nutrition-Prenatal-DHA-for-Pregnant-Nursing-Mothers-900-mg-Per-Serving-60-Softgels/88811,DHA,900mg
0,"California Gold Nutrition, Prenatal DHA for Pregnant & Nursing Mothers, 900 mg Per Serving, 60 Softgels",https://jp.iherb.com/pr/California-Gold-Nutrition-Prenatal-DHA-for-Pregnant-Nursing-Mothers-900-mg-Per-Serving-60-Softgels/88811,AdditionalO,220mg
0,"Jarrow Formulas, マックスDHA、 180ソフトジェル",https://jp.iherb.com/pr/Jarrow-Formulas-Max-DHA-180-Softgels/252,総脂質,968mg
0,"Jarrow Formulas, マックスDHA、 180ソフトジェル",https://jp.iherb.com/pr/Jarrow-Formulas-Max-DHA-180-Softgels/252,フィッシュオイル濃縮物（オメガ-,968mg
0,"Jarrow Formulas, マックスDHA、 180ソフトジェル",https://jp.iherb.com/pr/Jarrow-Formulas-Max-DHA-180-Softgels/252,DHA（ドコサヘキサエン酸）,600mg
0,"Now Foods, DHA-250, 120 Softgels",https://jp.iherb.com/pr/Now-Foods-DHA-250-120-Softgels/534,総脂質,1g
0,"Now Foods, DHA-250, 120 Softgels",https://jp.iherb.com/pr/Now-Foods-DHA-250-120-Softgels/534,フィッシュオイル濃縮物,1g
0,"Now Foods, DHA-250, 120 Softgels",https://jp.iherb.com/pr/Now-Foods-DHA-250-120-Softgels/534,ドコサヘキサエン酸（DHA）,500mg
0,"Now Foods, DHA-250, 120 Softgels",https://jp.iherb.com/pr/Now-Foods-DHA-250-120-Softgels/534,エイコサペンタエン酸（EPA）,250mg
0,"OmegaVia, DHA600、120錠",https://jp.iherb.com/pr/OmegaVia-DHA-600-120-Capsules/94910,TotalFat<,1g
0,"OmegaVia, DHA600、120錠",https://jp.iherb.com/pr/OmegaVia-DHA-600-120-Capsules/94910,Cholesterol,5mg
0,"OmegaVia, DHA600、120錠",https://jp.iherb.com/pr/OmegaVia-DHA-600-120-Capsules/94910,Ultra-PureDHAOil,857mg
0,"Nordic Naturals, 藻類DHA、ソフトジェル60粒",https://jp.iherb.com/pr/Nordic-Naturals-Algae-DHA-60-Soft-Gels/91972,総脂質,1g
0,"Nordic Naturals, 藻類DHA、ソフトジェル60粒",https://jp.iherb.com/pr/Nordic-Naturals-Algae-DHA-60-Soft-Gels/91972,総オメガ3,500mg
0,"Nordic Naturals, 藻類DHA、ソフトジェル60粒",https://jp.iherb.com/pr/Nordic-Naturals-Algae-DHA-60-Soft-Gels/91972,DHA（ドコサヘキサエン酸）,500mg
0,"GummiKing, DHA オメガ-3 グミ 子供用、60グミ入り",https://jp.iherb.com/pr/GummiKing-DHA-Omega-3-Gummi-for-Kids-60-Gummies/34013,TotalCarbohydrate,4g
0,"GummiKing, DHA オメガ-3 グミ 子供用、60グミ入り",https://jp.iherb.com/pr/GummiKing-DHA-Omega-3-Gummi-for-Kids-60-Gummies/34013,TotalSu,3g
0,"GummiKing, DHA オメガ-3 グミ 子供用、60グミ入り",https://jp.iherb.com/pr/GummiKing-DHA-Omega-3-Gummi-for-Kids-60-Gummies/34013,Includes,3g
0,"GummiKing, DHA オメガ-3 グミ 子供用、60グミ入り",https://jp.iherb.com/pr/GummiKing-DHA-Omega-3-Gummi-for-Kids-60-Gummies/34013,Sodiu,10mg
0,"GummiKing, DHA オメガ-3 グミ 子供用、60グミ入り",https://jp.iherb.com/pr/GummiKing-DHA-Omega-3-Gummi-for-Kids-60-Gummies/34013,O,70mg
0,"GummiKing, DHA オメガ-3 グミ 子供用、60グミ入り",https://jp.iherb.com/pr/GummiKing-DHA-Omega-3-Gummi-for-Kids-60-Gummies/34013,DHA,50mg
0,"GummiKing, DHA オメガ-3 グミ 子供用、60グミ入り",https://jp.iherb.com/pr/GummiKing-DHA-Omega-3-Gummi-for-Kids-60-Gummies/34013,EPA,10mg
0,"Jarrow Formulas, EPA-DHA Balance（EPA-DHAバランス）、ソフトジェル240粒",https://jp.iherb.com/pr/Jarrow-Formulas-EPA-DHA-Balance-240-Softgels/7929,総脂質,1g
0,"Jarrow Formulas, EPA-DHA Balance（EPA-DHAバランス）、ソフトジェル240粒",https://jp.iherb.com/pr/Jarrow-Formulas-EPA-DHA-Balance-240-Softgels/7929,フィッシュオイル濃縮物,000mg
0,"Jarrow Formulas, EPA-DHA Balance（EPA-DHAバランス）、ソフトジェル240粒",https://jp.iherb.com/pr/Jarrow-Formulas-EPA-DHA-Balance-240-Softgels/7929,オメガ,600mg
0,"Jarrow Formulas, EPA-DHA Balance（EPA-DHAバランス）、ソフトジェル240粒",https://jp.iherb.com/pr/Jarrow-Formulas-EPA-DHA-Balance-240-Softgels/7929,EPA（エイコサペンタエン酸）,400mg
0,"Jarrow Formulas, EPA-DHA Balance（EPA-DHAバランス）、ソフトジェル240粒",https://jp.iherb.com/pr/Jarrow-Formulas-EPA-DHA-Balance-240-Softgels/7929,DHA（ドコサヘキサエン酸）,200mg
0,"Jarrow Formulas, マックスDHA、ソフトジェル90粒",https://jp.iherb.com/pr/Jarrow-Formulas-Max-DHA-90-Softgels/40615,総脂質,968mg
0,"Jarrow Formulas, マックスDHA、ソフトジェル90粒",https://jp.iherb.com/pr/Jarrow-Formulas-Max-DHA-90-Softgels/40615,フィッシュオイル濃縮物（オメガ-,968mg
0,"Jarrow Formulas, マックスDHA、ソフトジェル90粒",https://jp.iherb.com/pr/Jarrow-Formulas-Max-DHA-90-Softgels/40615,DHA（ドコサヘキサエン酸）,600mg
0,"ChildLife, Pure DHA（ピュアDHA）、ナチュラルベリーフレーバー、ソフトジェル90錠",https://jp.iherb.com/pr/ChildLife-Pure-DHA-Natural-Berry-Flavor-90-Softgels/12573,総脂質,1g
0,"ChildLife, Pure DHA（ピュアDHA）、ナチュラルベリーフレーバー、ソフトジェル90錠",https://jp.iherb.com/pr/ChildLife-Pure-DHA-Natural-Berry-Flavor-90-Softgels/12573,飽和脂肪,1g
0,"ChildLife, Pure DHA（ピュアDHA）、ナチュラルベリーフレーバー、ソフトジェル90錠",https://jp.iherb.com/pr/ChildLife-Pure-DHA-Natural-Berry-Flavor-90-Softgels/12573,総オメガ3脂肪酸,180mg
0,"ChildLife, Pure DHA（ピュアDHA）、ナチュラルベリーフレーバー、ソフトジェル90錠",https://jp.iherb.com/pr/ChildLife-Pure-DHA-Natural-Berry-Flavor-90-Softgels/12573,DHA（ドコサヘキサエン酸）,90mg
0,"ChildLife, Pure DHA（ピュアDHA）、ナチュラルベリーフレーバー、ソフトジェル90錠",https://jp.iherb.com/pr/ChildLife-Pure-DHA-Natural-Berry-Flavor-90-Softgels/12573,EPA（エイコサペンタエン酸）,60mg
0,"ChildLife, Pure DHA（ピュアDHA）、ナチュラルベリーフレーバー、ソフトジェル90錠",https://jp.iherb.com/pr/ChildLife-Pure-DHA-Natural-Berry-Flavor-90-Softgels/12573,その他のオメガ3脂肪酸,60mg
0,"Now Foods, DHA-500/EPA-250、ダブル強度、180ソフトジェル",https://jp.iherb.com/pr/Now-Foods-DHA-500-EPA-250-Double-Strength-180-Softgels/10713,総脂質,1g
0,"Now Foods, DHA-500/EPA-250、ダブル強度、180ソフトジェル",https://jp.iherb.com/pr/Now-Foods-DHA-500-EPA-250-Double-Strength-180-Softgels/10713,多価不飽和脂肪,1g
0,"Now Foods, DHA-500/EPA-250、ダブル強度、180ソフトジェル",https://jp.iherb.com/pr/Now-Foods-DHA-500-EPA-250-Double-Strength-180-Softgels/10713,コレステロール,0mg
0,"Now Foods, DHA-500/EPA-250、ダブル強度、180ソフトジェル",https://jp.iherb.com/pr/Now-Foods-DHA-500-EPA-250-Double-Strength-180-Softgels/10713,天然フィッシュオイル濃縮物,1g
0,"Now Foods, DHA-500/EPA-250、ダブル強度、180ソフトジェル",https://jp.iherb.com/pr/Now-Foods-DHA-500-EPA-250-Double-Strength-180-Softgels/10713,ドコサヘキサエン酸（DHA）,500mg
0,"Now Foods, DHA-500/EPA-250、ダブル強度、180ソフトジェル",https://jp.iherb.com/pr/Now-Foods-DHA-500-EPA-250-Double-Strength-180-Softgels/10713,エイコサペンタエン酸（EPA）,250mg
0,"Life Extension, Mega EPA/DHA, 120 Softgels",https://jp.iherb.com/pr/Life-Extension-Mega-EPA-DHA-120-Softgels/68440,TotalFat,2g
0,"Life Extension, Mega EPA/DHA, 120 Softgels",https://jp.iherb.com/pr/Life-Extension-Mega-EPA-DHA-120-Softgels/68440,FishOilConcentrateYieldin,2000mg
0,"Nordic Naturals, DHA、ストロベリー、500 mg, 180 Soft Gels",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Strawberry-500-mg-180-Soft-Gels/23074,総脂質,0g
0,"Nordic Naturals, DHA、ストロベリー、500 mg, 180 Soft Gels",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Strawberry-500-mg-180-Soft-Gels/23074,飽和脂肪,0g
0,"Nordic Naturals, DHA、ストロベリー、500 mg, 180 Soft Gels",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Strawberry-500-mg-180-Soft-Gels/23074,トランス脂肪,0g
0,"Nordic Naturals, DHA、ストロベリー、500 mg, 180 Soft Gels",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Strawberry-500-mg-180-Soft-Gels/23074,合計オメガ3,830mg
0,"Nordic Naturals, DHA、ストロベリー、500 mg, 180 Soft Gels",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Strawberry-500-mg-180-Soft-Gels/23074,EPA（エイコサペンタエン酸）,205mg
0,"Nordic Naturals, DHA、ストロベリー、500 mg, 180 Soft Gels",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Strawberry-500-mg-180-Soft-Gels/23074,DHA（ドコサヘキサエン酸）,480mg
0,"Nordic Naturals, DHA、ストロベリー、500 mg, 180 Soft Gels",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Strawberry-500-mg-180-Soft-Gels/23074,その他のオメガ3,145mg
0,"Nordic Naturals, DHA、ストロベリー、500 mg, 180 Soft Gels",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Strawberry-500-mg-180-Soft-Gels/23074,*パーセントデイリーバリューは,5mg
0,"Jarrow Formulas, EPA-DHA Balance、ソフトジェル 120粒",https://jp.iherb.com/pr/Jarrow-Formulas-EPA-DHA-Balance-120-Softgels/4571,総脂質,1g
0,"Jarrow Formulas, EPA-DHA Balance、ソフトジェル 120粒",https://jp.iherb.com/pr/Jarrow-Formulas-EPA-DHA-Balance-120-Softgels/4571,フィッシュオイル濃縮物,000mg
0,"Jarrow Formulas, EPA-DHA Balance、ソフトジェル 120粒",https://jp.iherb.com/pr/Jarrow-Formulas-EPA-DHA-Balance-120-Softgels/4571,オメガ,600mg
0,"Jarrow Formulas, EPA-DHA Balance、ソフトジェル 120粒",https://jp.iherb.com/pr/Jarrow-Formulas-EPA-DHA-Balance-120-Softgels/4571,EPA（エイコサペンタエン酸）,400mg
0,"Jarrow Formulas, EPA-DHA Balance、ソフトジェル 120粒",https://jp.iherb.com/pr/Jarrow-Formulas-EPA-DHA-Balance-120-Softgels/4571,DHA（ドコサヘキサエン酸）,200mg
0,"Nordic Naturals, DHA, イチゴ味, 500 mg, 90粒（ソフトゼリー）",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Strawberry-500-mg-90-Soft-Gels/7051,総脂質,0g
0,"Nordic Naturals, DHA, イチゴ味, 500 mg, 90粒（ソフトゼリー）",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Strawberry-500-mg-90-Soft-Gels/7051,飽和脂肪,0g
0,"Nordic Naturals, DHA, イチゴ味, 500 mg, 90粒（ソフトゼリー）",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Strawberry-500-mg-90-Soft-Gels/7051,トランス脂肪,0g
0,"Nordic Naturals, DHA, イチゴ味, 500 mg, 90粒（ソフトゼリー）",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Strawberry-500-mg-90-Soft-Gels/7051,トータルオメガ3クオーターハーベイホルダー,830mg
0,"Nordic Naturals, DHA, イチゴ味, 500 mg, 90粒（ソフトゼリー）",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Strawberry-500-mg-90-Soft-Gels/7051,EPA（エイコサペンタエン酸）,205mg
0,"Nordic Naturals, DHA, イチゴ味, 500 mg, 90粒（ソフトゼリー）",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Strawberry-500-mg-90-Soft-Gels/7051,DHA（ドコサヘキサエン酸）,480mg
0,"Nordic Naturals, DHA, イチゴ味, 500 mg, 90粒（ソフトゼリー）",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Strawberry-500-mg-90-Soft-Gels/7051,その他のオメガ3,145mg
0,"Nordic Naturals, DHA, イチゴ味, 500 mg, 90粒（ソフトゼリー）",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Strawberry-500-mg-90-Soft-Gels/7051,*パーセントデイリーバリューは,5mg
0,"Nordic Naturals, DHA Xtra、ストロベリー、1,000 mg、60ソフトジェル",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Xtra-Strawberry-1-000-mg-60-Soft-Gels/30241,総脂質,0g
0,"Nordic Naturals, DHA Xtra、ストロベリー、1,000 mg、60ソフトジェル",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Xtra-Strawberry-1-000-mg-60-Soft-Gels/30241,飽和脂肪,0g
0,"Nordic Naturals, DHA Xtra、ストロベリー、1,000 mg、60ソフトジェル",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Xtra-Strawberry-1-000-mg-60-Soft-Gels/30241,トランス脂肪,0g
0,"Nordic Naturals, DHA Xtra、ストロベリー、1,000 mg、60ソフトジェル",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Xtra-Strawberry-1-000-mg-60-Soft-Gels/30241,合計オメガ3,1660mg
0,"Nordic Naturals, DHA Xtra、ストロベリー、1,000 mg、60ソフトジェル",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Xtra-Strawberry-1-000-mg-60-Soft-Gels/30241,EPA（エイコサペンタエン酸）,410mg
0,"Nordic Naturals, DHA Xtra、ストロベリー、1,000 mg、60ソフトジェル",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Xtra-Strawberry-1-000-mg-60-Soft-Gels/30241,DHA（ドコサヘキサエン酸）,960mg
0,"Nordic Naturals, DHA Xtra、ストロベリー、1,000 mg、60ソフトジェル",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Xtra-Strawberry-1-000-mg-60-Soft-Gels/30241,その他のオメガ3,290mg
0,"Nordic Naturals, DHA Xtra、ストロベリー、1,000 mg、60ソフトジェル",https://jp.iherb.com/pr/Nordic-Naturals-DHA-Xtra-Strawberry-1-000-mg-60-Soft-Gels/30241,*パーセントデイリーバリューは,5mg
0,"Now Foods, Kid's Chewable DHA, Tasty Fruit Flavor, 60 Softgels",https://jp.iherb.com/pr/Now-Foods-Kid-s-Chewable-DHA-Tasty-Fruit-Flavor-60-Softgels/16274,総脂質,1g
0,"Now Foods, Kid's Chewable DHA, Tasty Fruit Flavor, 60 Softgels",https://jp.iherb.com/pr/Now-Foods-Kid-s-Chewable-DHA-Tasty-Fruit-Flavor-60-Softgels/16274,BioPureDHAフィッシュオイル濃縮物,1100mg
0,"Now Foods, Kid's Chewable DHA, Tasty Fruit Flavor, 60 Softgels",https://jp.iherb.com/pr/Now-Foods-Kid-s-Chewable-DHA-Tasty-Fruit-Flavor-60-Softgels/16274,ドコサヘキサエン酸（DHA）,200mg
0,"Now Foods, Kid's Chewable DHA, Tasty Fruit Flavor, 60 Softgels",https://jp.iherb.com/pr/Now-Foods-Kid-s-Chewable-DHA-Tasty-Fruit-Flavor-60-Softgels/16274,エイコサペンタエン酸（EPA）,48mg
0,"21st Century, Zoo Friends, Smart Kids, Omega Plus DHA, 60 Gummies",https://jp.iherb.com/pr/21st-Century-Zoo-Friends-Smart-Kids-Omega-Plus-DHA-60-Gummies/61571,ナトリウム,7mg
0,"21st Century, Zoo Friends, Smart Kids, Omega Plus DHA, 60 Gummies",https://jp.iherb.com/pr/21st-Century-Zoo-Friends-Smart-Kids-Omega-Plus-DHA-60-Gummies/61571,総炭水化物,3g
0,"21st Century, Zoo Friends, Smart Kids, Omega Plus DHA, 60 Gummies",https://jp.iherb.com/pr/21st-Century-Zoo-Friends-Smart-Kids-Omega-Plus-DHA-60-Gummies/61571,シュガー,3g
0,"21st Century, Zoo Friends, Smart Kids, Omega Plus DHA, 60 Gummies",https://jp.iherb.com/pr/21st-Century-Zoo-Friends-Smart-Kids-Omega-Plus-DHA-60-Gummies/61571,ビタミンC（アスコルビン酸として）,7mg
0,"21st Century, Zoo Friends, Smart Kids, Omega Plus DHA, 60 Gummies",https://jp.iherb.com/pr/21st-Century-Zoo-Friends-Smart-Kids-Omega-Plus-DHA-60-Gummies/61571,総オメガオイル（チアオイルおよびDHA藻類として）,7mg
0,"21st Century, Zoo Friends, Smart Kids, Omega Plus DHA, 60 Gummies",https://jp.iherb.com/pr/21st-Century-Zoo-Friends-Smart-Kids-Omega-Plus-DHA-60-Gummies/61571,オメガ,3mg
0,"21st Century, Zoo Friends, Smart Kids, Omega Plus DHA, 60 Gummies",https://jp.iherb.com/pr/21st-Century-Zoo-Friends-Smart-Kids-Omega-Plus-DHA-60-Gummies/61571,オメガ,7mg
0,"21st Century, Zoo Friends, Smart Kids, Omega Plus DHA, 60 Gummies",https://jp.iherb.com/pr/21st-Century-Zoo-Friends-Smart-Kids-Omega-Plus-DHA-60-Gummies/61571,オメガ,10mg
0,"21st Century, Zoo Friends, Smart Kids, Omega Plus DHA, 60 Gummies",https://jp.iherb.com/pr/21st-Century-Zoo-Friends-Smart-Kids-Omega-Plus-DHA-60-Gummies/61571,DHA（藻類から）,7mg
0,"Now Foods, オメガ3、180 EPA／120 DHA、ソフトジェル200粒",https://jp.iherb.com/pr/Now-Foods-Omega-3-180-EPA-120-DHA-200-Softgels/323,総脂質,2g
0,"Now Foods, オメガ3、180 EPA／120 DHA、ソフトジェル200粒",https://jp.iherb.com/pr/Now-Foods-Omega-3-180-EPA-120-DHA-200-Softgels/323,飽和脂肪,5g
0,"Now Foods, オメガ3、180 EPA／120 DHA、ソフトジェル200粒",https://jp.iherb.com/pr/Now-Foods-Omega-3-180-EPA-120-DHA-200-Softgels/323,多価不飽和脂肪,1g
0,"Now Foods, オメガ3、180 EPA／120 DHA、ソフトジェル200粒",https://jp.iherb.com/pr/Now-Foods-Omega-3-180-EPA-120-DHA-200-Softgels/323,一価不飽和脂肪,5g
0,"Now Foods, オメガ3、180 EPA／120 DHA、ソフトジェル200粒",https://jp.iherb.com/pr/Now-Foods-Omega-3-180-EPA-120-DHA-200-Softgels/323,天然フィッシュオイル濃縮物,2g
0,"Now Foods, オメガ3、180 EPA／120 DHA、ソフトジェル200粒",https://jp.iherb.com/pr/Now-Foods-Omega-3-180-EPA-120-DHA-200-Softgels/323,エイコサペンタエン酸（EPA）,360mg
0,"Now Foods, オメガ3、180 EPA／120 DHA、ソフトジェル200粒",https://jp.iherb.com/pr/Now-Foods-Omega-3-180-EPA-120-DHA-200-Softgels/323,ドコサヘキサエン酸（DHA）,240mg
0,"Nature's Way, EfaGold,メガ-DHA, 1000 mg, 60 ソフトジェルカプセル",https://jp.iherb.com/pr/Nature-s-Way-EfaGold-Mega-DHA-1000-mg-60-Softgels/5019,総脂質,2g
0,"Nature's Way, EfaGold,メガ-DHA, 1000 mg, 60 ソフトジェルカプセル",https://jp.iherb.com/pr/Nature-s-Way-EfaGold-Mega-DHA-1000-mg-60-Softgels/5019,コレステロール,5mg
0,"Nature's Way, EfaGold,メガ-DHA, 1000 mg, 60 ソフトジェルカプセル",https://jp.iherb.com/pr/Nature-s-Way-EfaGold-Mega-DHA-1000-mg-60-Softgels/5019,タンパク質<,1g
0,"Nature's Way, EfaGold,メガ-DHA, 1000 mg, 60 ソフトジェルカプセル",https://jp.iherb.com/pr/Nature-s-Way-EfaGold-Mega-DHA-1000-mg-60-Softgels/5019,フィッシュオイル（アンチョビ）,2g
0,"Nature's Way, EfaGold,メガ-DHA, 1000 mg, 60 ソフトジェルカプセル",https://jp.iherb.com/pr/Nature-s-Way-EfaGold-Mega-DHA-1000-mg-60-Softgels/5019,オメガ,4g
0,"Nature's Way, EfaGold,メガ-DHA, 1000 mg, 60 ソフトジェルカプセル",https://jp.iherb.com/pr/Nature-s-Way-EfaGold-Mega-DHA-1000-mg-60-Softgels/5019,ドコサヘキサン酸（DHA）,1g
0,"Nature's Way, EfaGold,メガ-DHA, 1000 mg, 60 ソフトジェルカプセル",https://jp.iherb.com/pr/Nature-s-Way-EfaGold-Mega-DHA-1000-mg-60-Softgels/5019,エイコサペンタエン酸（EPA）,400mg
0,"Flora, DHAベジタリアン藻類、ベジタリアンソフトゲル60錠",https://jp.iherb.com/pr/Flora-DHA-Vegetarian-Algae-60-Vegetarian-Softgels/37032,ドコサヘキサエン酸（DHA）（シゾキトリウム属油,1430mg
0,"VitaFusion, オメガ3、EPA / DHA、120グミ",https://jp.iherb.com/pr/VitaFusion-Omega-3-EPA-DHA-120-Gummies/71432,TotalFat,5g
0,"VitaFusion, オメガ3、EPA / DHA、120グミ",https://jp.iherb.com/pr/VitaFusion-Omega-3-EPA-DHA-120-Gummies/71432,TotalCarbohydrate,4g
0,"VitaFusion, オメガ3、EPA / DHA、120グミ",https://jp.iherb.com/pr/VitaFusion-Omega-3-EPA-DHA-120-Gummies/71432,TotalSu,3g
0,"VitaFusion, オメガ3、EPA / DHA、120グミ",https://jp.iherb.com/pr/VitaFusion-Omega-3-EPA-DHA-120-Gummies/71432,Vita,6mg
0,"VitaFusion, オメガ3、EPA / DHA、120グミ",https://jp.iherb.com/pr/VitaFusion-Omega-3-EPA-DHA-120-Gummies/71432,Vita,2mg
0,"VitaFusion, オメガ3、EPA / DHA、120グミ",https://jp.iherb.com/pr/VitaFusion-Omega-3-EPA-DHA-120-Gummies/71432,Sodiu,5mg
0,"VitaFusion, オメガ3、EPA / DHA、120グミ",https://jp.iherb.com/pr/VitaFusion-Omega-3-EPA-DHA-120-Gummies/71432,TotalO,100mg
0,"VitaFusion, オメガ3、EPA / DHA、120グミ",https://jp.iherb.com/pr/VitaFusion-Omega-3-EPA-DHA-120-Gummies/71432,EPA/DHA,50mg
0,"VitaFusion, オメガ3、EPA / DHA、120グミ",https://jp.iherb.com/pr/VitaFusion-Omega-3-EPA-DHA-120-Gummies/71432,ALA,50mg
0,"Nordic Naturals, ProDHA 1000, Strawberry , 1,000 mg, 120 Soft Gels",https://jp.iherb.com/pr/Nordic-Naturals-ProDHA-1000-Strawberry-1-000-mg-120-Soft-Gels/70444,総脂質,0g
0,"Nordic Naturals, ProDHA 1000, Strawberry , 1,000 mg, 120 Soft Gels",https://jp.iherb.com/pr/Nordic-Naturals-ProDHA-1000-Strawberry-1-000-mg-120-Soft-Gels/70444,飽和脂肪,0g
0,"Nordic Naturals, ProDHA 1000, Strawberry , 1,000 mg, 120 Soft Gels",https://jp.iherb.com/pr/Nordic-Naturals-ProDHA-1000-Strawberry-1-000-mg-120-Soft-Gels/70444,トランス脂肪,0g
0,"Nordic Naturals, ProDHA 1000, Strawberry , 1,000 mg, 120 Soft Gels",https://jp.iherb.com/pr/Nordic-Naturals-ProDHA-1000-Strawberry-1-000-mg-120-Soft-Gels/70444,合計オメガ3,1660mg
0,"Nordic Naturals, ProDHA 1000, Strawberry , 1,000 mg, 120 Soft Gels",https://jp.iherb.com/pr/Nordic-Naturals-ProDHA-1000-Strawberry-1-000-mg-120-Soft-Gels/70444,EPA（エイコサペンタエン酸）,410mg
0,"Nordic Naturals, ProDHA 1000, Strawberry , 1,000 mg, 120 Soft Gels",https://jp.iherb.com/pr/Nordic-Naturals-ProDHA-1000-Strawberry-1-000-mg-120-Soft-Gels/70444,DHA（ドコサヘキサエン酸）,960mg
0,"Nordic Naturals, ProDHA 1000, Strawberry , 1,000 mg, 120 Soft Gels",https://jp.iherb.com/pr/Nordic-Naturals-ProDHA-1000-Strawberry-1-000-mg-120-Soft-Gels/70444,その他のオメガ3,290mg
0,"Nordic Naturals, ProDHA 1000, Strawberry , 1,000 mg, 120 Soft Gels",https://jp.iherb.com/pr/Nordic-Naturals-ProDHA-1000-Strawberry-1-000-mg-120-Soft-Gels/70444,*パーセントデイリーバリューは,5mg
